full_name,id,barcode,abs_type,belt_length,belt_type,car_brands,compatibility,compatible_cars,diameter,dimension,disc_size,drive_type,engine_code,engine_displacement,fuel_type,main_category,material,part_number,position,sub_category,transmission_type,width,year_from,year_to
CBZ ח.הצתה 1.2,,,,,,[],,,,,,,CBZ,1.2 L,,Ignition,,,,Ignition Coil,,,,
CBZ מ.מים 1.2,,,,,,[],,,,,,,CBZ,1.2 L,,Cooling,,,,Water Pump,,,,
CBZ פלגים 1.2 עד 13,,,,,,[],,,,,,,CBZ,1.2 L,,Ignition,,,,Spark Plugs,,,,2013
CBZ פלנץ מים,,,,,,[],,,,,,,CBZ,1.2 L,,Cooling,,,,Water Flange,,,,
CBZ קולר שמן 1.2,,,,,,[],,,,,,,CBZ,1.2 L,,Engine,,,,Oil Cooler,,,,
CDA אטם ואקום 1.8 + 2.0,,,,,,[],"['CDA אטם ואקום 1.8', '2.0']",,,,,,CDA,1.8 L,,Engine,,,,Vacuum Gasket,,,,
CDA אטם ראש 1.8 + 2.0,,,,,,[],"['CDA אטם ראש 1.8', '2.0']",,,,,,CDA,1.8 L,,Engine,,,,Cylinder Head Gasket,,,,
CDA מ.מים 1.8,,,,,,[],,,,,,,CDA,1.8 L,,Cooling,,,,Water Pump,,,,
CDA מ.שמן 1.8,,,,,,[],,,,,,,CDA,1.8 L,,Engine,,,,Oil Pump,,,,
CDA מחבר מ.מים,,,,,,[],,,,,,,CDA,1.8 L,,Cooling,,,,Water Pump,,,,
CDA מכסה טיימינג,,,,,,[],,,,,,,CDA,1.8 L,,Engine,,,,Timing Cover,,,,
CDA נשם 1.8 +2.0,,,,,,[],"['CDA נשם 1.8', '2.0']",,,,,,CDA,1.8 L,,Engine,,,,Crankcase Vent,,,,
CDA פלגים 1.8 עד 12,,,,,,[],,,,,,,CDA,1.8 L,,Ignition,,,,Spark Plugs,,,,2012
CDA קיט קמשפט 1.8,,,,,,[],,,,,,,CDA,1.8 L,,Engine,,,,Camshaft Kit,,,,
CHERY פ.שמן,,,,,,['Chery'],,,,,,,,,,Filter,,,,Oil Filter,,,,
CHR פ.סוללה,,,,,,['Toyota'],,Toyota: C-HR,,,,,,,,Filter,,,,Battery Filter,,,,
CJJ 1.4 אטם נשם,,,,,,[],,,,,,,CJJ,1.4 L,,Engine,,,,Gasket,,,,
CJJ מ.מים 1.4 פולו + פביה,,,,,,"['Volkswagen', 'Skoda']","['CJJ מ.מים 1.4 פולו', 'פביה']","Volkswagen: Polo, Skoda: Fabia",,,,,CJJ,1.4 L,,Cooling,,,,Water Pump,,,,
CJS 1.8 מיכל עיבוי אוקטביה מ13,,,,,,['Skoda'],,Skoda: Octavia,,,,,CJS,1.8 L,,Cooling,,,,Coolant Reservoir,,,2013,
CJS מחבר מ.מים,,,,,,[],,,,,,,CJS,1.8 L,,Cooling,,,,Water Pump,,,,
CJS מכסה טיימינג,,,,,,[],,,,,,,CJS,1.8 L,,Engine,,,,Timing Cover,,,,
CJS משאבת שחרור  אוקטביה 1.8 מ13,,,,,,['Skoda'],,Skoda: Octavia,,,,,CJS,1.8 L,,Cooling,,,,Drain Valve,,,2013,
CJS פלגים 1.8 מ13,,,,,,[],,,,,,,CJS,1.8 L,,Ignition,,,,Spark Plugs,,,2013,
CJS צינור מים מקורי,,,,,,[],,,,,,,CJS,1.8 L,,Cooling,,,,Coolant Pipe,,,,
CX5 כוהל + מזדה 3 + 6 מ13,,,,,,['Mazda'],"['CX5 כוהל', 'מזדה 3', '6 מ13']","Mazda: Mazda3, Mazda: CX-5",,,,,,,,Cooling,,,,Thermostat,,,2013,
EGR שסטום איוניק מ16,,,,,,['Hyundai'],,Hyundai: Ioniq,,,,,,,,Engine,,,,Valve,,,2016,
F350 פ.שמן,,,,,,['Ford'],,Ford: F-350,,,,,,,,Filter,,,,Oil Filter,,,,
FRV צלחות קדמי + סיויק מ06,,,,,,['Honda'],"['FRV צלחות קדמי', 'סיויק מ06']","Honda: Civic, Honda: FR-V",,,,,,,,Brake,,,Front,Brake Discs,,,2006,
FX פ.מזגן צירי נפח 1.6 מ22,,,,,,['Infiniti'],,Infiniti: FX,,,,,,1.6 L,,Filter,,,,AC Filter,,,2022,
GMC פ.סולר סילבראדו 6.6 מ06,,,,,,['GMC'],,,,,,,,6.6 L,Diesel,Filter,,,,Fuel Filter (Diesel),,,2006,
I20 + I30 טרמוסטט,,,,,,['Hyundai'],"['I20', 'I30 טרמוסטט']","Hyundai: i20, Hyundai: i30",,,,,,,,Cooling,,,,Thermostat,,,,
I20 ג.מייצב קדמי,,,,,,['Hyundai'],,Hyundai: i20,,,,,,,,Suspension,,,Front,Front Stabilizer Bar,,,,
I20 מ08 + צלחות קדמי אקסנט מ07,,,,,,['Hyundai'],"['I20 מ08', 'צלחות קדמי אקסנט מ07']","Hyundai: i20, Hyundai: Accent",,,,,,,,Brake,,,Front,Brake Discs,,,2008,
I25 + I30 + I35 + I20 םולי מנוע,,,,,,['Hyundai'],"['I25', 'I30', 'I35', 'I20 םולי מנוע']","Hyundai: i20, Hyundai: i25, Hyundai: i30, Hyundai: i35",,,,,,,,,,,,,,,,
I25 יוניט שמן,,,,,,['Hyundai'],,Hyundai: i25,,,,,,,,Sensor,,,,Oil Level Sensor,,,,
I30 + I25 אטם מכסה שסטומים,,,,,,['Hyundai'],"['I30', 'I25 אטם מכסה שסטומים']","Hyundai: i25, Hyundai: i30",,,,,,,,Engine,,,,Valve Cover Gasket,,,,
I30 + יוניט חום גטס + I20 + אקסנט,,,,,,['Hyundai'],"['I30', 'יוניט חום גטס', 'I20', 'אקסנט']","Hyundai: i20, Hyundai: i30, Hyundai: Accent, Hyundai: Getz",,,,,,,,Sensor,,,,Temperature Sensor,,,,
I30 אטם ראש,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Engine,,,,Cylinder Head Gasket,,,,
I30 חיישן חמצן,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Sensor,,,,Oxygen Sensor,,,,
I30 מחזיר שמן פולי,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Engine,,,,Crankshaft Seal,,,,
I30 צ.תחתון + I25 + I35,,,,,,['Hyundai'],"['I30 צ.תחתון', 'I25', 'I35']","Hyundai: i25, Hyundai: i30, Hyundai: i35",,,,,,,,Cooling,,,Lower,Lower Radiator Hose,,,,
I30 צינור עליון,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,,
I30 צינור תחתון,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Cooling,,,Lower,Lower Radiator Hose,,,,
I35 פ.מזגן מ11 אקסנט מ07,,,,,,['Hyundai'],,"Hyundai: i35, Hyundai: Accent",,,,,,,,Filter,,,,AC Filter,,,2011,
I800 משולש ימין,,,,,,['Hyundai'],,Hyundai: i800,,,,,,,,Suspension,,,Right,Right Control Arm,,,,
I800 משולש שמאל,,,,,,['Hyundai'],,Hyundai: i800,,,,,,,,Suspension,,,Left,Left Control Arm,,,,
I800 פ.אויר,,,,,,['Hyundai'],,Hyundai: i800,,,,,,,,Filter,,,,Air Filter,,,,
I800 פ.מזגן,,,,,,['Hyundai'],,Hyundai: i800,,,,,,,,Filter,,,,AC Filter,,,,
I800 פ.שמן + קרניבאל מ06,,,,,,"['Kia', 'Hyundai']","['I800 פ.שמן', 'קרניבאל מ06']","Hyundai: i800, Kia: Carnival",,,,,,,,Filter,,,,Oil Filter,,,2006,
I800 צינור עליון,,,,,,['Hyundai'],,Hyundai: i800,,,,,,,,Cooling,,,Upper,Upper Radiator Hose,,,,
I800 צלחות קדמי,,,,,,['Hyundai'],,Hyundai: i800,,,,,,,,Brake,,,Front,Brake Discs,,,,
IX35 +פ.שמן סורנטו,,,,,,"['Kia', 'Hyundai']","['IX35', 'פ.שמן סורנטו']","Hyundai: ix35, Kia: Sorento",,,,,,,,Filter,,,,Oil Filter,,,,
IX35 טרמוסטט + טוסון מ16,,,,,,['Hyundai'],"['IX35 טרמוסטט', 'טוסון מ16']","Hyundai: ix35, Hyundai: Tucson",,,,,,,,Cooling,,,,Thermostat,,,2016,
IX35 מותח + ספורטאג מ10,,,,,,"['Kia', 'Hyundai']","['IX35 מותח', 'ספורטאג מ10']","Hyundai: ix35, Kia: Sportage",,,,,,,,Engine,,,,Tensioner,,,2010,
IX35 סליל כרית אויר,,,,,,['Hyundai'],,Hyundai: ix35,,,,,,,,Safety,,,,Airbag Clock Spring,,,,
IX35 פלגים,,,,,,['Hyundai'],,Hyundai: ix35,,,,,,,,Ignition,,,,Spark Plugs,,,,
IX35 צלחות קדמי טוסון + ספורטאג מ10,,,,,,"['Kia', 'Hyundai']","['IX35 צלחות קדמי טוסון', 'ספורטאג מ10']","Hyundai: ix35, Hyundai: Tucson, Kia: Sportage",,,,,,,,Brake,,,Front,Brake Discs,,,2010,
IX35 רדיאטור,,,,,,['Hyundai'],,Hyundai: ix35,,,,,,,,Cooling,,,,Radiator,,,,
L משולש רנו קליאו + מיקרה מ06,,,,,,"['Renault', 'Nissan']","['L משולש רנו קליאו', 'מיקרה מ06']","Nissan: Micra, Renault: Clio",,,,,,,,Suspension,,,,Control Arm,,,2006,
MG פ.שמן,,,,,,['MG'],,,,,,,,,,Filter,,,,Oil Filter,,,,
NV200 פ.סולר,,,,,,['Nissan'],,Nissan: NV200,,,,,,,Diesel,Filter,,,,Fuel Filter (Diesel),,,,
Q7 פ.שמן מ15,,,,,,['Audi'],,Audi: Q7,,,,,,,,Filter,,,,Oil Filter,,,2015,
R משולש רנו קליאו + מיקרה מ06,,,,,,"['Renault', 'Nissan']","['R משולש רנו קליאו', 'מיקרה מ06']","Nissan: Micra, Renault: Clio",,,,,,,,Suspension,,,,Control Arm,,,2006,
RS7 פלגים,,,,,,['Audi'],,Audi: RS7,,,,,,,,Ignition,,,,Spark Plugs,,,,
S80 פ.אויר מ06 + S60 מ10,,,,,,['Volvo'],"['S80 פ.אויר מ06', 'S60 מ10']","Volvo: S60, Volvo: S80",,,,,,,,Filter,,,,Air Filter,,,2006,
SX4 פ.אויר מ10,,,,,,['Suzuki'],,Suzuki: SX4,,,,,,,,Filter,,,,Air Filter,,,2010,
T5 ג.מייצב קדמי,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Suspension,,,Front,Front Stabilizer Bar,,,,
T5 דסקיות אחורי,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Brake,,,Rear,Brake Discs,,,,
T5 דסקיות קדמי,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Brake,,,Front,Brake Discs,,,,
T5 זרוע הגה,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Steering,,,,Steering Arm,,,,
T5 מאריך,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Steering,,,,Tie Rod Extension,,,,
T5 מיכל עיבוי,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Cooling,,,,Coolant Reservoir,,,,
T5 מיסב בולם,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Suspension,,,,Strut Bearing,,,,
T5 פ.אויר,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Filter,,,,Air Filter,,,,
T5 פ.מזגן,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Filter,,,,AC Filter,,,,
T5 פ.סולר שתי יציאות,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,Diesel,Filter,,,,Fuel Filter (Diesel),,,,
T5 צלחות אחורי,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Brake,,,Rear,Brake Discs,,,,
T5 צלחות קדמי,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Brake,,,Front,Brake Discs,,,,
T5 רדיאטור,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Cooling,,,,Radiator,,,,
T5 ת.בולם,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Suspension,,,,Shock Absorber Bushing,,,,
T5 ת.משולש,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,,,Suspension,,,,Control Arm Bushing,,,,
TDI 2.0 גלגל תנופה גיטה + פסאט + אוקטביה,,,,,,"['Skoda', 'Volkswagen']","['TDI 2.0 גלגל תנופה גיטה', 'פסאט', 'אוקטביה']","Skoda: Octavia, Volkswagen: Passat",,,,,TDI,2.0 L,,Drivetrain,,,,Flywheel,,,,
Tמשאבת מצמד עליון 5,,,,,,[],,,,,,,,,,Drivetrain,,,Upper,Clutch Master Cylinder,,,,
VVT שסטום קמשפט אופטימה מ10,,,,,,['Kia'],,Kia: Optima,,,,,,,,Engine,,,,Camshaft Timing Control Valve,,,2010,
VW פ.דלק 6.6 BAR,,,,,,['Volkswagen'],,,,,,,,6.6 L,,Filter,,,,Fuel Filter,,,,
VW צינור קירור מנוע,,,,,,['Volkswagen'],,,,,,,,,,Cooling,,,,Engine Cooling Pipe,,,,
XC40 פ.שמן נפח 1.5 מ21,,,,,,['Volvo'],,Volvo: XC40,,,,,,1.5 L,,Filter,,,,Oil Filter,,,2021,
XV + ْB4 ת.משולש מ04,,,,,,['Subaru'],"['XV', 'ْB4 ת.משולש מ04']","Subaru: XV, Subaru: Legacy B4",,,,,,,,Suspension,,,,Control Arm Bushing,,,2004,
אויר ברלינגו מ03,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,,,,,,,,2003,
אחורי אוקטביה מ13 סופרב + קודיאק חשמלי,,,,,,['Skoda'],"['אחורי אוקטביה מ13 סופרב', 'קודיאק חשמלי']","Skoda: Octavia, Skoda: Superb, Skoda: Kodiaq",,,,,,,,,,,Rear,,,,2013,
אחורי ספרינטר + קרפטר מ07 3.5 טון,,,,,,"['Mercedes', 'Volkswagen']","['אחורי ספרינטר', 'קרפטר מ07 3.5 טון']","Mercedes: Sprinter, Volkswagen: Crafter",,,,,,3.5 L,,,,,Rear,,,,2007,
אטם אטש DADA אוקטביה מ17 1.5,,,,,,['Skoda'],,Skoda: Octavia,,,,,DADA,1.5 L,,Engine,,,,EGR Gasket,,,2017,
אטם בית פ.שמן 1.2 CBZ + CJZ,,,,,,[],"['אטם בית פ.שמן 1.2 CBZ', 'CJZ']",,,,,,CBZ,1.2 L,,Engine,,,,Oil Filter Housing Gasket,,,,
אטם בית פ.שמן 1.8 CDA,,,,,,[],,,,,,,CDA,1.8 L,,Engine,,,,Oil Filter Housing Gasket,,,,
אטם בית פ.שמן A4 + A5,,,,,,['Audi'],"['אטם בית פ.שמן A4', 'A5']","Audi: A4, Audi: A5",,,,,,,,Engine,,,,Oil Filter Housing Gasket,,,,
אטם בית פ.שמן CJS 1.8 + 2.0 מ13,,,,,,[],"['אטם בית פ.שמן CJS 1.8', '2.0 מ13']",,,,,,CJS,1.8 L,,Engine,,,,Oil Filter Housing Gasket,,,2013,
אטם טיימינג 1.6 BTS + 1.4 CAX,,,,,,[],"['אטם טיימינג 1.6 BTS', '1.4 CAX']",,,,,,CAX,1.4 L,,Engine,,,,Timing Cover Gasket,,,,
אטם טיימינג CDA 1.8 עד 12,,,,,,[],,,,,,,CDA,1.8 L,,Engine,,,,Timing Cover Gasket,,,,2012
אטם טיימינג קטן CDA 1.8 עד 12,,,,,,[],,,,,,,CDA,1.8 L,,Engine,,,,Timing Cover Gasket,,,,2012
אטם טימיינג 1.6 BTS + CAX 1.4,,,,,,[],"['אטם טימיינג 1.6 BTS', 'CAX 1.4']",,,,,,CAX,1.4 L,,Engine,,,,Timing Cover Gasket,,,,
אטם לחיישן טיימינג CJS 1.8 מ13,,,,,,[],,,,,,,CJS,1.8 L,,Engine,,,,Sensor Gasket,,,2013,
אטם מכסה שסטומים 207 + 208 + 308 + 508,,,,,,['Peugeot'],"['אטם מכסה שסטומים 207', '208', '308', '508']","Peugeot: 207, Peugeot: 208, Peugeot: 308, Peugeot: 508",,,,,,,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים BLX + BLY + AXW + BLR,,,,,,[],"['אטם מכסה שסטומים BLX', 'BLY', 'AXW', 'BLR']",,,,,,BLR,1.6 L,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים I10 + I20,,,,,,['Hyundai'],"['אטם מכסה שסטומים I10', 'I20']","Hyundai: i10, Hyundai: i20",,,,,,,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים I25 מ15,,,,,,['Hyundai'],,Hyundai: i25,,,,,,,,Engine,,,,Valve Cover Gasket,,,2015,
אטם מכסה שסטומים I35 מ11,,,,,,['Hyundai'],,Hyundai: i35,,,,,,,,Engine,,,,Valve Cover Gasket,,,2011,
אטם מכסה שסטומים IX35,,,,,,['Hyundai'],,Hyundai: ix35,,,,,,,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים אאוטלנדר 2.0 מ13,,,,,,['Mitsubishi'],,Mitsubishi: Outlander,,,,,,2.0 L,,Engine,,,,Valve Cover Gasket,,,2013,
אטם מכסה שסטומים אוונסיס + קאמרי,,,,,,['Toyota'],"['אטם מכסה שסטומים אוונסיס', 'קאמרי']","Toyota: Camry, Toyota: Avensis",,,,,,,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים אופטימה דיזל,,,,,,['Kia'],,Kia: Optima,,,,,,,Diesel,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים אופטרה,,,,,,['Chevrolet'],,Chevrolet: Optra,,,,,,,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים אקנסט עד 06 + גטס,,,,,,['Hyundai'],"['אטם מכסה שסטומים אקנסט עד 06', 'גטס']",Hyundai: Getz,,,,,,,,Engine,,,,Valve Cover Gasket,,,,2006
אטם מכסה שסטומים אקסנט מ07 + גטס 16 שסטומים,,,,,,['Hyundai'],"['אטם מכסה שסטומים אקסנט מ07', 'גטס 16 שסטומים']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Engine,,,,Valve Cover Gasket,,,2007,
אטם מכסה שסטומים גרנד קופה מ16,,,,,,['Renault'],,Renault: Grand Coupe,,,,,,,,Engine,,,,Valve Cover Gasket,,,2016,
אטם מכסה שסטומים דיזל 1.9 T5,,,,,,['Volkswagen'],,Volkswagen: Transporter T5,,,,,,1.9 L,Diesel,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים דימקס נפח 3.0,,,,,,['Isuzu'],,Isuzu: D-Max,,,,,,3.0 L,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים היילקס + לנדקרוזר,,,,,,['Toyota'],"['אטם מכסה שסטומים היילקס', 'לנדקרוזר']","Toyota: Hilux, Toyota: Land Cruiser",,,,,,,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים טוסון מ16,,,,,,['Hyundai'],,Hyundai: Tucson,,,,,,,,Engine,,,,Valve Cover Gasket,,,2016,
אטם מכסה שסטומים טרייטון מ15,,,,,,['Mitsubishi'],,Mitsubishi: Triton,,,,,,,,Engine,,,,Valve Cover Gasket,,,2015,
אטם מכסה שסטומים לנסר מ04,,,,,,['Mitsubishi'],,Mitsubishi: Lancer,,,,,,,,Engine,,,,Valve Cover Gasket,,,2004,
אטם מכסה שסטומים מ13 CX5 נפח 2.0,,,,,,['Mazda'],,Mazda: CX-5,,,,,,2.0 L,,Engine,,,,Valve Cover Gasket,,,2013,
אטם מכסה שסטומים מזדה 3 1.6 עד 12,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,1.6 L,,Engine,,,,Valve Cover Gasket,,,,2012
אטם מכסה שסטומים מזדה 3 מ13,,,,,,['Mazda'],,Mazda: Mazda3,,,,,,,,Engine,,,,Valve Cover Gasket,,,2013,
אטם מכסה שסטומים מזדה 6 פלסטיק,,,,,,['Mazda'],,Mazda: Mazda6,,,,,,,,Engine,Plastic,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים סוזוקי ליאנה,,,,,,['Suzuki'],,Suzuki: Liana,,,,,,,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים סיויק מ06,,,,,,['Honda'],,Honda: Civic,,,,,,,,Engine,,,,Valve Cover Gasket,,,2006,
אטם מכסה שסטומים סיריון 1.3,,,,,,['Daihatsu'],,Daihatsu: Sirion,,,,,,1.3 L,,Engine,,,,Valve Cover Gasket,,,,
אטם מכסה שסטומים סנטה פה מ07 2.7,,,,,,['Hyundai'],,Hyundai: Santa Fe,,,,,,2.7 L,,Engine,,,,Valve Cover Gasket,,,2007,
אטם מכסה שסטומים פוקוס מ06 פלסטיק,,,,,,['Ford'],,Ford: Focus,,,,,,,,Engine,Plastic,,,Valve Cover Gasket,,,2006,
אטם מכסה שסטומים קורולה 93-99,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Engine,,,,Valve Cover Gasket,,,1993,1999
אטם מכסה שסטומים קורולה 99-07,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Engine,,,,Valve Cover Gasket,,,1999,2007
אטם מכסה שסטומים קורולה מ08,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Engine,,,,Valve Cover Gasket,,,2008,
אטם מכסה שסטומים קורסה + אסטרה 1.4 מ11,,,,,,['Opel'],"['אטם מכסה שסטומים קורסה', 'אסטרה 1.4 מ11']","Opel: Corsa, Opel: Astra",,,,,,1.4 L,,Engine,,,,Valve Cover Gasket,,,2011,
אטם מכסה שסטומים קרוז 1.6,,,,,,['Chevrolet'],,Chevrolet: Cruze,,,,,,1.6 L,,Engine,,,,Valve Cover Gasket,,,,
אטם נכסה שסטומים אקסנט מ10,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Engine,,,,Valve Cover Gasket,,,2010,
אטם קולר 1.6 BTS + 1.4 CAX,,,,,,[],"['אטם קולר 1.6 BTS', '1.4 CAX']",,,,,,CAX,1.4 L,,Engine,,,,Oil Cooler Gasket,,,,
אטם קולר BLR אוקטביה מ05,,,,,,['Skoda'],,Skoda: Octavia,,,,,BLR,1.6 L,,Engine,,,,Oil Cooler Gasket,,,2005,
אטם קולר CDA 1.8 + 2.0,,,,,,[],"['אטם קולר CDA 1.8', '2.0']",,,,,,CDA,1.8 L,,Engine,,,,Oil Cooler Gasket,,,,
אטם קולר CJS אוקטביה מ13,,,,,,['Skoda'],,Skoda: Octavia,,,,,CJS,1.8 L,,Engine,,,,Oil Cooler Gasket,,,2013,
אטם קולר מ16 A4 + Q7,,,,,,['Audi'],"['אטם קולר מ16 A4', 'Q7']","Audi: A4, Audi: Q7",,,,,,,,Engine,,,,Oil Cooler Gasket,,,2016,
אטם קולר נפח 3.0 CRC Q7,,,,,,['Audi'],,Audi: Q7,,,,,CRC,3.0 L,,Engine,,,,Oil Cooler Gasket,,,,
אטם קולר סוזוקי,,,,,,['Suzuki'],,,,,,,,,,Engine,,,,Oil Cooler Gasket,,,,
אטם קולר שמן 1.2 CJZ + CBZ,,,,,,[],"['אטם קולר שמן 1.2 CJZ', 'CBZ']",,,,,,CBZ,1.2 L,,Engine,,,,Oil Cooler Gasket,,,,
אטם קרטר CJS 1.8,,,,,,[],,,,,,,CJS,1.8 L,,Engine,,,,Oil Pan Gasket,,,,
אטם קרטר Q5 + A5,,,,,,['Audi'],"['אטם קרטר Q5', 'A5']","Audi: A5, Audi: Q5",,,,,,,,Engine,,,,Oil Pan Gasket,,,,
אטם ראש BTS + CAX 1.6,,,,,,[],"['אטם ראש BTS', 'CAX 1.6']",,,,,,CAX,1.4 L,,Engine,,,,Cylinder Head Gasket,,,,
אטם ראש CAX + CAV + BMY,,,,,,[],"['אטם ראש CAX', 'CAV', 'BMY']",,,,,,CAX,1.4 L,,Engine,,,,Cylinder Head Gasket,,,,
אטם ראש CBZ 1.2,,,,,,[],,,,,,,CBZ,1.2 L,,Engine,,,,Cylinder Head Gasket,,,,
אטם ראש CJS + CNC + CJX נפח 1.8 + 2.0,,,,,,[],"['אטם ראש CJS', 'CNC', 'CJX נפח 1.8', '2.0']",,,,,,CJS,1.8 L,,Engine,,,,Cylinder Head Gasket,,,,
אטם ראש אוקטביה 1.2 CJZ מ13,,,,,,['Skoda'],,Skoda: Octavia,,,,,CJZ,1.2 L,,Engine,,,,Cylinder Head Gasket,,,2013,
אטם ראש ליאנה 1.6,,,,,,['Suzuki'],,Suzuki: Liana,,,,,,1.6 L,,Engine,,,,Cylinder Head Gasket,,,,
אטם ראש מזדה 3 + 6 + CX5 מ13,,,,,,['Mazda'],"['אטם ראש מזדה 3', '6', 'CX5 מ13']","Mazda: Mazda3, Mazda: CX-5",,,,,,,,Engine,,,,Cylinder Head Gasket,,,2013,
אטם ראש קורולה מנ08,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Engine,,,,Cylinder Head Gasket,,,,
אטן קולר שמן CJS מ13 1.8 + 2.0,,,,,,[],"['אטן קולר שמן CJS מ13 1.8', '2.0']",,,,,,CJS,1.8 L,,Engine,,,,Oil Cooler Gasket,,,2013,
אנטרקולר גרנד קופה מ18,,,,,,['Renault'],,Renault: Grand Coupe,,,,,,,,Cooling,,,,Intercooler,,,2018,
אנטרקולר פביה + רומסטר,,,,,,['Skoda'],"['אנטרקולר פביה', 'רומסטר']","Skoda: Roomster, Skoda: Fabia",,,,,,,,Cooling,,,,Intercooler,,,,
ב.מתלה אחורי ספורטאג מ11 + IX35,,,,,,"['Kia', 'Hyundai']","['ב.מתלה אחורי ספורטאג מ11', 'IX35']","Hyundai: ix35, Kia: Sportage",,,,,,,,Suspension,,,Rear,Suspension Mount,,,2011,
בולם אחורי 4x2 היילקס עד 05,,,,,,['Toyota'],,Toyota: Hilux,,,,Two-wheel drive,,,,Suspension,,,Rear,Rear Shock Absorber,,,,2005
בולם אחורי אוקטביה מ05,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Suspension,,,Rear,Rear Shock Absorber,,,2005,
בולם אחורי אוקטביה מ13,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Suspension,,,Rear,Rear Shock Absorber,,,2013,
בולם אחורי אקו מיקרה מ11,,,,,,['Nissan'],,Nissan: Micra,,,,,,,,Suspension,,,Rear,Rear Shock Absorber,,,2011,
בולם אחורי אקסנט מ07,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Suspension,,,Rear,Rear Shock Absorber,,,2007,
בולם אחורי ברלינגו מ08,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,Suspension,,,Rear,Rear Shock Absorber,,,2008,
בולם אחורי גטס ימין + שמאל,,,,,,['Hyundai'],"['בולם אחורי גטס ימין', 'שמאל']",Hyundai: Getz,,,,,,,,Suspension,,,"Rear, Right, Left",Rear Shock Absorber,,,,
בולם אחורי טרנזיט מ07,,,,,,['Ford'],,Ford: Transit,,,,,,,,Suspension,,,Rear,Rear Shock Absorber,,,2007,
בולם אחורי ימין + שמאל מזדה 3 + 5 עד 08,,,,,,['Mazda'],"['בולם אחורי ימין', 'שמאל מזדה 3', '5 עד 08']",Mazda: Mazda3,,,,,,,,Suspension,,,"Rear, Right, Left",Rear Shock Absorber,,,,2008
בולם אחורי ימין + שמאל קאדי מ04,,,,,,['Volkswagen'],"['בולם אחורי ימין', 'שמאל קאדי מ04']",Volkswagen: Caddy,,,,,,,,Suspension,,,"Rear, Right, Left",Rear Shock Absorber,,,2004,
בולם אחורי ימין + שמאל קורולה מ08,,,,,,['Toyota'],"['בולם אחורי ימין', 'שמאל קורולה מ08']",Toyota: Corolla,,,,,,,,Suspension,,,"Rear, Right, Left",Rear Shock Absorber,,,2008,
בולם אחורי לנסר מ08,,,,,,['Mitsubishi'],,Mitsubishi: Lancer,,,,,,,,Suspension,,,Rear,Rear Shock Absorber,,,2008,
